Text,Review-sentiment,Review-basic-sentiment
Bought this to add to my daughter's new ASUS Transformer. Excellent access and storage speed.,Strongly Positive,Positive
Work good,Strongly Positive,Positive
I bought this for use in my Blackberry Z10. It works great for me as I hold all of my music from iTunes and my most precious pictures of my wife and kids.No problems whatsoever with my Z10,Strongly Positive,Positive
It is what it is and it works as required and is very fast in processing the data.  In the 2 weeks I've had it it hasn''t crashed.  :-),Strongly Positive,Positive
Bought This For My Samsung Galaxy S3Load It Up With Music And It Works FlawlesslyI'm Very Satisfied With This Card,Strongly Positive,Positive
"I purchased this card (the 64GB version) to use in a Samsung Galaxy S2 phone. It worked perfectly for almost three months, at which point it just stopped mounting. The phone detects a card, but is incapable of formatting it. It's even worse on my computer, which does not even detect the card anymore (and yes, I'm using an SDXC-compatible USB reader).I contacted SanDisk for an RMA and they will probably replace it, although the replacement process is needlessly slow and painful.I had bought this card based on the glowing reviews, but I'm going to stay away from SanDisk products from now on.",Strongly Negative,Negative
Great with the galaxy s3 didnt have to do anything special just transfer any file fast and got it going must have for s3 phones.verizon S3,Strongly Positive,Positive
Works perfect. No complaints. It's fast. That's why I bought it. It does what it says it's going to do,Strongly Positive,Positive
"I have always been a sandisk guy.  This cards works both in my note 3 and s4, gives me 119gb after format.  Can't ask for much more, including the fact that sandisk stands by their products and has excellent customer service.  I could never imagine buying  a micro sd , sd , or ssd from anyone else.",Strongly Positive,Positive
"I hate it, it worked fine for 2 months and the after those 2 months it started with problems, first, every once and a while was not recognized by my device, and now 4 months after, I have to pull it out and then place it again in every hour.....It might have been just my microSd problem.... But I wont purchase one of this ever again",Strongly Negative,Negative
"I've had nothing but success with SanDisk MicroSD Cards. Although you may pay a few bucks more than the generic brand, you don't want to trust your pictures or video recording to anything else.As such I only buy Sandisk MicroSD Cards.. Keep up the good quality!",Strongly Positive,Positive
"If your electronic calls for this size, you have to use it. But I hate it.  It`s too darn small to fool with. This one works well, but I will try to avoid this size in the futher.",Negative,Negative
I use Sandisk exclusively for serious pro-sumer work including 4 hour concert videos. I've never had a problem in 3 years and wouldn't use anything else.,Strongly Positive,Positive
"Transfers at about 10MB/s, not super speedy but it allows me to run software from it on my windows tablet.",Strongly Positive,Positive
Great Great Deal!!!! I bought this for a Really good price ($25) after i bought my Brand New Galaxy S4. I looked in stores and found the same Micro SD card selling for $60-80. This works straight out of the box and I have had no issues at all with it. Buy it Now!,Strongly Positive,Positive
It works great I'm using it for my car dash cam and I purchased 3 different cards and this is the only one that was actually fast enough for it to read and write.,Strongly Positive,Positive
We needed an option to increase the storage available in my wife's Nook Tablet and this serve the purpose perfectly. Just inserted it into the Micro SD slot and seconds later it was recognized.,Strongly Positive,Positive
"So far this card has worked well. No glitches or dropouts. It is recognized by everything so far; work computer, home computer, camera. Not a problem yet.",Strongly Positive,Positive
Gets stuck sometimes in the adapter and is a little hard to pull out. But other than that is a great product,Positive,Positive
"I have no issues with this card. It works great and now I have a ton of storage space for music and what not. Bit overkill, but that's how I like it.",Strongly Positive,Positive
After I ordered my GoPro Hero 3 Black  I started searching for a good MicroSD card and everywhere I looked they wanted like $80for a 64GB  and digging around on eBay get's retarded at times  then by chance I found this one for $55 TTD  and the performance is awesomeI tell you all if you are in the market for a GoPro Hero3 Black  get this card to go with it  you wont be sorry....,Strongly Positive,Positive
Using this with my mini MP3 player and plinking songs onto it worked flawlessly.  Now my 4gb player is a 20gb player.,Strongly Positive,Positive
I used it with my Gopro and it recorded amazing 1080p videos and long time lapses. No issues with freezing or corrupting HD videos.,Strongly Positive,Positive
I used this on my dashcam that records 720p continuous for 12 hours without fail. Also used this on my Zoom H1.,Strongly Positive,Positive
I use this with my GoPro 3+ Black. It works well. It'd be nice if it came with a little USB 3.0 reader like some other brands.,Positive,Positive
It is a memory card. It works and gets the job done. Hasn't failed on me yet *knock on wood*,Positive,Positive
sandisk is  the best and I trust them cause the take care of the quality and the packing was great,Strongly Positive,Positive
Works exactly as it should.  No issues in the Samsung Galaxy s5.  Have not noticed any speed issues as well and I use it plenty for movies.,Strongly Positive,Positive
I wish I could install one of these in my head.  But I will have to settle for installing it in my brain.  The increased memory for my tablet has been great allowing me to use it for many things.,Strongly Positive,Positive
"Got this for my Dell Venue Pro 8 tablet - works well - very fast at least for the tablet, of which the memory is more this speed than true SSD) and SanDisk gives you good quality for a reasonable price. Goes on sale often here on Amazon - so look for a deal.",Strongly Positive,Positive
"I took advantage of an irresistible offer from Amazon, and this 32GB card performed like charm in my Roku.I'm very satisfied and suggest to anyone looking for fast micro cards give a look to this one.",Strongly Positive,Positive
"I bought this to put into a wifi enabled USB flash drive. It works fine. I can get my entire CD collection on it, which was my goal.",Strongly Positive,Positive
Fast and safe very good quality and has an excellent performaceA bit expensive comparing to other models in the store,Positive,Positive
"Can't comment on reading speeds, but my flac audio files run smoothly on Sansa. Sandisk have never failed, in other cards so I assume this will hold up to that, if not, I'll update.",Strongly Positive,Positive
Does what is suppose to do. Good price. The delivery and shipong was fast. This isy third piece. I use it for my dash- car cameras.,Positive,Positive
"excellent product, very fast and lots of space.. I am using at Samsung galaxy S3, there are no issues, ..recommended..",Strongly Positive,Positive
Bought this for my wife to be able to record tv programs on her phone so she can hand it over to the baby while in the car and starts to get fussy.  This thing holds a lot.  The phone takes a little longer to start up since it has to open up all her media but not by much.  Great!,Strongly Positive,Positive
I use this primarily to store music and photos on my SD card. The camera writes to the card directly and I notice no difference in speed. I haven't had any formatting issues. First thing I did when I popped this into my phone was format it using the built-in option under &#34;Settings.&#34; It has worked flawlessly for over a month.,Strongly Positive,Positive
"Really good deal, definitely a good way to save money  buying an item with less memory and buying one of these is a lot cheaper",Strongly Positive,Positive
I bought one for my GoPro last year and ended up putting it in my tablet last week. Ordered another one for the GoPro. After the trip next week it will go in my phone. Guess I'll need another one for the next trip.,Positive,Positive
This is just what my S4 wanted! I have so many songs to take around with me that I had to get a bigger card and this one is great! No memory issues any time soon!,Positive,Positive
Adds extra storage to my phone flawlessly. The UHS1 means its really fast speed too. Highly recommend to get one of these for any phone/tablet that can take one!,Strongly Positive,Positive
"Pros:small,compact32 gbHCcons:none so farThis unit does what any micro sd card should do and does it quickly.  I bought this for my son's android tablet for memory extension and he can run apps directly from the sd card with no problems.",Strongly Positive,Positive
The micro card is excellent for its intended purpose. I bought several and have had no problems with them. That I don't like having to deal with cards of this size has absolutely no bearing on its performance or its rating. (I have never used them with their adapters and so cannot comment.),Strongly Positive,Positive
"I saw the difference between this and another of 4gb that came with my digital camera, it's really faster than the other.Now I'm using it in my smartphone without any problems so far.",Strongly Positive,Positive
"Holds lots of video memory. Small, compact and convenience for travel. Due to the small size need to remember where you place it.",Positive,Positive
I can't complain. The memory card does its job. I recieved the memory card very quickly and I have not had any issues with the card as of yet.,Strongly Positive,Positive
I only buy thru Amazon I've tried eBay and you always come thru and I got messed over four times and no real recourse you just lose and PayPal is nobodies pal. And these no more rack are terrible and all these others take my advise stick with the one that has always came thru every time for me. Amazon and only Amazon . H.Rhodes,Strongly Positive,Positive
only works with cameras having a remote screw. Works well with Fuji X2. Red even makes it just fine but would like black.,Strongly Positive,Positive
does what is was designed,Strongly Positive,Positive
"This is a nice storage device, works well and comes with a standard size sd card adapter. Worth purchasing.Austin",Strongly Positive,Positive
I got this to use in my GoPro Hero 3+ and it fit and worked well. Since that camera did not come with a micro SD i was forced to find one and i choose this one because it was the cheapest i could find at the time. This made me a little weary of the product but after receiving and using it i have no complaints. It stores and preview the pictures/videos to the highest resolution and HD quality i had to preview them on. I looked at the pictures and videos on my 60 inch TV and it was like watching HD TV.,Strongly Positive,Positive
Comore esta memorka para completar mi nueva samsunb galaxy tab y funciono muy bien...ahora tengo 48 gb de memoria para alamcenar info.,Positive,Positive
"I use it on my SAMSUNG GALAXY S3, it works great... more space to save all my documents, pictures and more :)",Strongly Positive,Positive
"Get just about you want in it, plenty of space to keep your best shots and memories.  It's the best and the price is very reasonable.",Strongly Positive,Positive
"This is necessary because you need space storage in your phone, and with this microsd card i have 64GB its perfect",Strongly Positive,Positive
"This card is fast, works really well with my S3 and prepare to last. The app is good not the best but it gives you the option to back up your phone",Strongly Positive,Positive
"use it on my phone and have some apps installed don it and the speed is great, havent had any issues with the brand before and noe still today!!!",Strongly Positive,Positive
"I have two of these, one for each of our smartphones and they work great. Ultras far surpass the basic microSDs",Strongly Positive,Positive
The SanDisk Ultra 32 Gb microSDHC memory card is a good value for the money.  It doubles the memory of my new Samsung Galaxy S3 and there is no perceptible delay between access to the card and built-in memory.,Strongly Positive,Positive
"Class 10 SD cards are certified for certain high demanding applications like cameras. We use a pair of these in our HTC One cell phones, and have had fantastic luck with them.",Strongly Positive,Positive
"I got the 64gb card in and i just placed it in the sony cyber tx66 camera and and it ran it's preparation program for 2 seconds, and low and behold, it works perfectly. after shooting and taking hd movie and highest res pictures i used sony software download and it recognized the card at about 59.8GB. this camera could probably take the 128 micro card",Strongly Positive,Positive
"the best quality there is in memories is super fast, wonderful and cantiad of gigas is very good, the best brand and speed",Strongly Positive,Positive
Using it in my LG smartphone and they recommended this speed memory card.  So I ordered it and it booted and went into service with no problem.  No reason to think I will have a problem.,Strongly Positive,Positive
Can't beat the price.,Strongly Positive,Positive
"got the easy to open package the card worked first time, the Samsung pad recognized it, these cards are a bit expensive though.",Positive,Positive
I'm finding more and more electronics are using micro SD cards.So I'm stocking up. Good buy for the price.,Positive,Positive
I have always been satisfied with sandisk products this memory card did not disappoint with it's fast reading and writing ability Sandisk has done it again.,Strongly Positive,Positive
"Works like a dream with my S3 smartphone, used for camera pics storage, videos and music; really enhances the capability and flexibility of any device with the slot.",Strongly Positive,Positive
These are fantastic for laptops and tablets. I put all my music onto two cards and have all my music with me when I travel.,Strongly Positive,Positive
"Not too much to say about the card, other than it works well in my Samsung Galaxy S4.  The price was great for such large storage and I believe you will be very happy with your purchase.",Strongly Positive,Positive
The SD card adapter came in handy and we were able to use the card in my father-in-law's Nikon D3200.,Neutral,Neutral
I bought one but it died on my galaxy s4 but i sent it in to sand disk and they sent a brand new one.,Negative,Negative
Bought 2 of these absolutely no issues,Positive,Positive
"This card does exactly what it should.  Class-10 performance at a fair price in a MicroSD format.  It should be faster though, and in fact there are options out there now at a nominally higher price that do, including the &#34;extreme&#34; versions from the same vendor.",Neutral,Neutral
Its amazing the amount of storage we are putting in micro chips these days.  I use this for my dive camera taking videos and pictures.  The chip hasn't let me down yet and no errors.,Positive,Positive
"I use this in my Samsung Galaxy S5 to store my photos, videos, and other data. Stores and retrieves quickly and greatly expands the capacity of my phone.",Strongly Positive,Positive
"this is probably the Nth memory card I've bought from sandisk, and so far I'm still very happy. r/w speeds are decent and none have given me any troubles.",Strongly Positive,Positive
Works great on my Galaxy S3.  I have not had any issues with it in about a year of ownership.,Strongly Positive,Positive
"The only thing better doesn't exist yet, just be sure to get the U1 marked model as others are slower bins.",Positive,Positive
Works Ultra great. No complaints. I got the retail package.,Strongly Positive,Positive
"My computer couldn't tell the difference, or at least not noticeable to me. I needed the extra space. Thanks for having a great product with a great price!",Strongly Positive,Positive
"I trust these.  Got it long ago and it is still going strong.  Any large size storage needs to be reliable, If I buy the one or two gig cards I would just get the cheapest no name brand but for anything larger I get these.",Strongly Positive,Positive
I have been looking for a 64GB memory card and I found one at our local electronics store but it was over $100.  I logged onto Amazon.com and found this at a great price.  Why pay more when you can come to Amazon and get it for less.,Strongly Positive,Positive
First of all Amazon has shipped the mobile version of this card. It is different that what was listed on the page. There goes a star for incorrect shipping. And the item has stopped working after a week in my Surface tablet.,Strongly Negative,Negative
This product works as advertised.  The 64 GB card allows you to store Video and stills without having to change cards between uses.  I love it.,Strongly Positive,Positive
This product works fast and is very reliable. The capacity is huge. I use it in my tablet and in my phone and can carry lots of pictures and videos. Highly recommended.,Strongly Positive,Positive
"After buying the SanDisk Ultra no other card speeds will do.  Whether watching videos, playing music or transferring files over ftp, this card handles it very well.",Strongly Positive,Positive
"I purchased new Samsung Galaxy S4 phones for my wife and me. We wanted to be able to take pictures and family event videos without constantly worrying about not having space on the phones. The cameras on the Galaxy S4 are wonderful, but that means bigger files too. These &#34;SanDisk Ultra 64 GB MicroSDXC Class 10 UHS-1 Memory Card&#34; are fast and we have not even begun to fill them up.",Strongly Positive,Positive
"I use this with my Samsung Galaxy Player 4.2. Never had any issues, product works as described. I've been using it for almost a year and have almost used up all the space on it. I've never used the adapter with anything so I can't comment on that.",Strongly Positive,Positive
"Tha memory card works great, i havent had any problem with it, i recommend it for a gopro H3 camera",Strongly Positive,Positive
"SanDisk is all I use. These are the backup microSDXCs for my two pro Canon cameras. They always work, never had one fail, and will store thousands of JPEGS on this card. I shoot in RAW on my CF card but simultaneously have a JPEG backup onto this card. I've never filled one even though I shoot thousands of photos on photo shoots.",Strongly Positive,Positive
"works well with my hero3 black gopro.its not on the approved micro SD HC card list from gopro, but it should. works great and low cost - cant beat it.",Positive,Positive
"this did not last very long. Would not work in any of my mobile devices. I tried it in 4 different ones and the only place it now works is in my desktop in the adapter sleeve. Not much use there, since i already have 2 TB",Strongly Negative,Negative
This MicroSDXC fits great in my Surface Pro tablet and provides all the storage I might need for now and can be replaced with another one if my business vs personal storage need grows too large but 64 GB is plenty of space. The Class 10 is also fast and smooth.,Strongly Positive,Positive
"My camera required it, the brand has a good history, my experience with the brand over years has been very good, the price was ok, buying via Amazon is the easiest, least aerobic way to go.  I've not found cards much cheaper from other brands and personally like to stick with those with which I have good experience.",Positive,Positive
This is a great up grade for me. I use it for my tablet and it gives me lots of extra storage. I would recommend to anyone.,Strongly Positive,Positive
Works exactly like it is supposed to. I can't wait however for a 128 GB card to come out and blow this out of the water.,Positive,Positive
"I am very pleased with this memory card, I use it in a dash cam in my car. The quality of videos turn out great and I have no compatibility issues with any equipment I may use for playback.",Strongly Positive,Positive
"Excellent speed and of course storage. No problem whatever with my HTC M8. Insert card, point music, photos, and apps to the SD. I see no issues at all.",Strongly Positive,Positive
"Nice Item and I have ordered several for my smartphone, tablets and so far they work great so if you need more space order",Strongly Positive,Positive
It works great in a 7&#34; Andoid tablet.  May switch it to my GoPro for the additional memory.  I will have to see if it downloads fast enought,Strongly Positive,Positive
"However, SanDisk replaced it and didn't charge for shipping.  So I guess I'll wait and see how long this one lasts.",Neutral,Neutral
"These days, who doesn't need plenty of storage to move your apps, photos and other stuff to keep your phone running smoothly? Great price with no chance running out if space for a long time.",Strongly Positive,Positive
Fast as it gets. Even in my phone this thing rocks! In a camera you can almost slow down time itself.,Strongly Positive,Positive
"Puchased this card right after I received my Samsung Galaxy S III. Truly found this to be quicker than any other class 10 card I've owned. The cost on Amazon was far less than I've seen anywhere else. If ""you're"" looking for this type of product, then this is the one for you...IMHO of course.",Strongly Positive,Positive
"Put this in my Samsung Active phone, works great.  My first chip started acting up so I needed to put in a new memory card.  Works just as fast as the on board memory, loads photos, videos, music really fast.",Positive,Positive
"This is a really small card, but it holds the data and does the job.  It comes with an adapter allowing the card to be used in a laptop or card reader.  It has worked well for me so far and has my recommendation.",Strongly Positive,Positive
"I bought this for my wife's tablet computer.  It has worked perfectly so for and I have no reason to believe it won't continue that way. SanDisk makes very good products.  I've used their products for many years and nothing has ever failed - high performance, fair pricing and great reliability.",Strongly Positive,Positive
"These are genuine Sandisk memory cards, but from a defective batch.  I lost all of my photos and videos taken on my phone over the last two years because the card had a catastrophic failure.  SanDisk reps informed me the batch was bad and they were aware of the problem.",Strongly Negative,Negative
Lighting fast card and very well priced. came with backup software that allows your phone to be backed up to either a cloud service or to the sd card.,Strongly Positive,Positive
I bought 3 when they were on sale but I did buy 1 prior to the sell. I use it in my go pro and it works great. (I can't compare to others tho because this is the only memory card I've used before),Strongly Positive,Positive
Works well for the Galaxy S3 and provides additional space for pictures and music. It was exactly what I expected it to be.,Strongly Positive,Positive
"Popped this into my Nvidia shield for extra storage. It was recognized instantly and was easy to transfer files over.I haven't had it for too long to comment about failures in some of the reviews, but will update accordingly. So far recommended!",Strongly Positive,Positive
Comes with adaptor and case so it'll work well as a regular sd card or micro sd. Works great! Affordable price.,Strongly Positive,Positive
Card is well constructed and delivers the wright speeds that it promises. Works great in my Nokia Lumina 822 running WP8.,Strongly Positive,Positive
"This was a great deal and now I have plenty of storage space for my phone.I can store my ringtones, hundreds of songs and at least 6 movies.This is also the  new micro-SDXC Card which is designed for high speed transfer.",Strongly Positive,Positive
I got this memory card for my daughter's Samsung compact camera so she could store and save many pics which it holds thousands.,Strongly Positive,Positive
"8 gb card works fine in the device, but this 32 gb card will unmount when moving or copying large amounts of data.Never tried reformatting or in-depth troubleshooting, but I expect products from a reputable company like SanDisk to just work.",Negative,Negative
I have seen and purchased these at lower prices so I was disappointed on the cost but I needed them pretty quickly and I knew Sandisc's are good SD cards.,Negative,Negative
"Nothing beats class 10 SDHC, I would highly recommend for anyone that requires memory, especially for this low price. There is nothing better.",Strongly Positive,Positive
"I use this card to back up some of the files, that I have on my work computer (at home).  and be able to use them on my laptop computer",Neutral,Neutral
"I ordered it for my phone to store more music and pictures.  When I first installed it my phone kept resetting until I removed it, cleaned the contacts, and reinstalled it. Everything has been fine since.",Positive,Positive
I needed a micro SD card with more storage for my phone.  This was a good price for a lot of space.,Strongly Positive,Positive
"Great buy, works fine - very happy with it.",Strongly Positive,Positive
"I bought this for my gopro Hero 3, it works good it stores about 4 hours of high resolution 1440. The best to go.",Strongly Positive,Positive
I have a program that allows me to condense the movies I own into about 1GB size. I transferred them to this card and am able to watch movies on my Samsung tablet. I also have music and home movies on there. When my husband had surgery recently and waited for hours in the waiting room. I watched funny movies and family movies. It took my mind off things and the time sped by.,Strongly Positive,Positive
got for my Cell Phone and this card works nice and fast on my cell phone as well as on my pc to load it.,Strongly Positive,Positive
"The SanDisk Ultra is a very high quality micro sd card. I have bought several and have never had an issue with any of them, which I can't say about less expensive cards. If you need a card for your smart phone or tablet, this is it, just make sure not to get a bigger capacity card than your device can use.",Strongly Positive,Positive
Perfect for my Galaxy Note 2 and the price is very good. This memory card does not stall or you do not have to wait for it to load like other cards do.,Strongly Positive,Positive
Sandisk has the name but in my experience the quality and speed is not there. My lexar lasted longer and outperformed this chip.,Strongly Negative,Negative
I purchased this memory card to expand the storage on my Samsung Galaxy Note 2. After installation my Note 2 recognized the card and I've been using it to store images and music without any issues.,Positive,Positive
This might be my 3rd 32 GB disk that I buy from scanDisk.They work for few months and then NOTHING...My tablet wont detect them anymore... my computer wouldn't either.Quite disappointing.,Negative,Negative
My wife loved it and me too because she take all the pictures and movies that want make and I don't need all the time ti pick out from the tablete.,Strongly Positive,Positive
Got this for my Samsung NOTE 2 - best investment ever!!  Plenty of room now!  Not a lot of lag time and does have almost the full 64 gbs available.,Strongly Positive,Positive
Currently using it for my Samsung Galaxy S3. It's very fast when transferring files in and out. No complaints so far.,Strongly Positive,Positive
"i have a Samsung Galaxy S3 phone and the microSD works great with my phone, it gives me the memory that i need to store videos and photos instead  of using the memory from my phone",Strongly Positive,Positive
"I bought this for my girfriend and she is happy with it, she is not very data demanding as I am, I bought the 64 bit Extreme model.It works fine, not even needed to format it.",Strongly Positive,Positive
Good pair of micro sd card that i bought for my m4/3 camera and phone. Have been using it with my Olympus OMD ME5 camera for a while and before that a Sony Nex 5N and my Samsung Galaxy Note 2. No issues so far and the price is just right.,Strongly Positive,Positive
Works GREAT on the Dell Venue 11 Pro tablet. I now have double the space.  Can store over 50 full length movies.,Strongly Positive,Positive
"Got this to go with my little E-Prance dash cam.  Had to reformat it to work with camera, but works fine now.  Cost half as much as camera.",Strongly Positive,Positive
"I formatted it when I got it, put it in my device and it has worked fine.  Videos played on my tablet from it play fine and its write speed seems okay to me.",Positive,Positive
"i always buy sandisk because of their reputation, they make a great product and have never had any problems with these sd cards.",Strongly Positive,Positive
"I am very happy with this SanDisk, if anyone is looking for a goodly amount of storage, get this one.",Strongly Positive,Positive
I purchased this card to work with my gopro and I have no complaints. I does not lag on 1080p 60fps or when I do a 10 photo burst. Great product and an even better price,Strongly Positive,Positive
Its just an SD card. works as good as any other. I don't know what else to say about it.,Positive,Positive
"I ordered this for my son and he loves it. More memory space than the one I have of 32. I plan on getting another one for me because I love to download a lot of videos, music, and take pictures",Strongly Positive,Positive
"16gb is a good amount for what I use it for and SanDisk is #1 fir sd cards, I'm satisfied.",Positive,Positive
"very fast and reliable, couldnt ask for a better product from a better company. unless you have a electronics lab in your home i dont think you could possible come up with such a beast.",Strongly Positive,Positive
"FAST data transfer! This is the standard, the measuring stick for a great 32 GB micro SD card- you will not regret getting the brand name instead of getting the cheapos.",Strongly Positive,Positive
So far so good works as described and on my LG Motion 4g android smartphone.  Speed is pretty good too even though it reverts back to class 10 on this phone.,Positive,Positive
"A month and a half after purchase...  My device powered off while the card was in use (batteries ran out).  Since then, doesn't work.  The device doesn't recognize it.  Doesn't respond to recovery, reformatting, partitioning... nothing.  I've used EaseUS, ZAR, HP USB Disk Format, and a couple others.  No dice.  Nothing can read it or fix it.",Strongly Negative,Negative
This is a wonderful product.  I have over 100 movies on my phone not including audio.  And I still have 30gb left.  This is absolutely wonderful.,Strongly Positive,Positive
"I added the memory card to my Galaxy S4 so that it can hold lots of music, videos, and have room to grow.  I mistakenly thought that it would allow me to store additional applications, but I was mistaken.",Positive,Positive
I wanted a fast 64 GB microSD card for my Evo LTE and this one fit the bill.  I grabbed it on sale and it's worked great without any issues.Speed benchmarks fall into the proper range for a class 10.,Strongly Positive,Positive
"Only 29.7gb of usable storage.Arrived 20th of June, no problems so far.Crystal disk mark:SEQRead 19.1, Write 9.3512KRead 19.2, Write 0.74KRead 3.5,  Write 1.2",Positive,Positive
"I recommend anybody to get the 64gb Scandisk Ultra from Amazon, if you are looking to expand your tablet or any device memory. This product was delivered on-time with simple to open packaging. Inserted into my Windows 8 tablet and was able to save, edit, and so on with no problem.",Strongly Positive,Positive
I just added about 35% more space to my windows surface pro with this little gem. (64Gb).  It worked seamlessly.,Strongly Positive,Positive
"Large storage, perfect for tablets (using it on Asus T100, after maxing out 64GB very quickly), but maybe too slow comparing to SSD, as it's the first memory of this kind to reach the microSD format, that's an acceptable tradeoff.",Positive,Positive
Bought this to download more songs and music from spotify for my phone. Totally worth having the extra space since spotify won't save songs to your phones internal storage.,Strongly Positive,Positive
"I'm using this with my Samsung Galaxy S3 to expand the built-in 16 GB memory. My modest music collection uses about 10 GB, so I needed this micro SDHC card for a little more breathing room. I went with 32 GB which should last me for the life of the phone. I've been using it for a month with no problems. If your phone supports micro SDHC memory expansion, this is the one for you to get.",Strongly Positive,Positive
"Received two today and they have ""Made in China"" imprinted on them.  Although they were detected and formatted fine to capacity in both Samsung phone and tablet, lets see if they hold up and not suffer premature death like many have reported.  Thinking I should've gone with ""Made in Korea"" Samsung SD cards instead if they had 64GB size.Update: Bought two 12/2012 and one year later with very light use one of the cards started locking up the phone with ""wait or close"" prompt when deleting files off of it.  Should've gone with Made in South Korea Samsung card.  Sandisk is garbage these days.",Strongly Negative,Negative
"very small size and huge capacity.Just what I was expecting to my cell phone.Also, I can use the adapter to download the information directly to my computer.",Strongly Positive,Positive
My T100 Transformer read the card immediately. Nice and compact storage solution. Does the job and you won't be disappointed.,Positive,Positive
I bought this for my GoPro and so far it's worked without problems (the gopro runs out of batteries before I can fill this up).,Strongly Positive,Positive
"This is fantastic, its fast and bundle of space.I have been using this for 2 years already and still going strong. I store all my pictures and video on here taken by my phones.This is a must buy for your phone!",Strongly Positive,Positive
Got this for my son gopro and it works perfect he is able to record and take still video and pictures and the quality on playback is very good. a would recommend and buy this product again.,Strongly Positive,Positive
Great card. Works with my gopro and Canon 1D,Strongly Positive,Positive
This card is of excellent quality and it does exactly what it should do.I use SanDisk almost exclusively and I've never been let down by one yet.,Strongly Positive,Positive
Does all it should without any notable negatives. What more could I ask?I would buy more as I need memory.,Strongly Positive,Positive
"Bought this for my Samsung Galaxy Note 2.  Has not blipped once. Movies, music, etc. Do not hesitate to buy this.",Strongly Positive,Positive
dont even bother to try - will not show up in finder and will not show up if placed on any reader,Strongly Negative,Negative
"Good product that is working well, was packaged well and delivered as promised. It was a birthday gift for my sons laptop",Strongly Positive,Positive
"Bought this for my ASUS TF700T Transformer tablet. No issues whatsoever. GREAT having 64GB internal plu, now, an additional 64GB in SD.",Strongly Positive,Positive
after 4 months it stopped working i got a new one form SanDisk but I'm very apprehensive to put it on my phone.,Negative,Negative
"This memory card works on my Motorola Droid RAZR M! Even though my phone's &#34;information guide&#34; says it is only compatible with a 32GB memory card.  Once formatted, it works great.  So worth not spending the extra money just to get a phone with a ton of built in internal memory.",Strongly Positive,Positive
"A truly great value, not nearly as expensive as I thought it would be. Lots of memory and good speed as well.",Strongly Positive,Positive
"And it got stuck in the adapter they sent with it, had to break that open.  It fit in another adapter though",Negative,Negative
"I love this card. It is fast...... and enough space to hold more than I will use. I can put movies on there with plenty of space for music, pictures, ect.",Strongly Positive,Positive
"What else can I say? It is SanDisk memory card, which I use almost exclusively because I have never had a problem with any SanDisk product I have owned. Consistent high quality products that work as advertised.",Strongly Positive,Positive
"This is a 32gb memory card. Works right out of the case, Does exactly what the description says. Very fast Read/Write speeds. I recommend this to anyone (I am currently using this on my Samsung Galaxy Note 2 and Samsung Galaxy Tab 2 7.0",Neutral,Neutral
I bought this memory card to be used in my GoPro Hero3 Black.  I couldn't believe how small the card is!  SanDisk isn't kidding when they say &#34;Micro&#34;.  I've taken photos and videos all over California and its worked without issue.  Definitely worth the investment!,Strongly Positive,Positive
"I love SanDisk storage and got this for my tablet's MicroSD slot -- it works flawlessly and doubled my tablet's storage with no fuss. The performance has been snappy enough for my needs and I can copy things into and off of it very easily. Since ASUS tablets are known to slow down if their main storage gets too full, this is really useful for giving me a place to offload things to, like apps that I don't want to download again but want to keep on hand, media files, my ebook collection, more music, etc.",Strongly Positive,Positive
This is a terrific memory card! I use it with my go pro to capture 1080 video and its got ALOT of space!,Strongly Positive,Positive
SanDisk makes some of the best SD and Micro SD cards out there. This one is no exception :) :),Strongly Positive,Positive
What's to say?  It's fast and I have had no errors from it.  I mostly use it to hold music so I can use my phone as an MP3 player.,Positive,Positive
"I purchased this product to install in my Garmin GPS unit, since it was full and couldn't handle the new map updates. Easily and securely installed, this memory card promises to provide a long life to my GPS unit.",Strongly Positive,Positive
"Quick speeds and a ton of memory.If you have an expandable slot, get this.It was nice being able to store all my photos, videos, and music on my phone finally.",Strongly Positive,Positive
"Had no issues. The card and adapter worked as promised, and not all sad cards bought on Internet do. Good luck",Strongly Positive,Positive
"No issues in my little cell phones. works as advertised, priced well, no issues. not much more to say, but Amazon requires few more words ;)",Strongly Positive,Positive
I should have known better. Everyone is complaining about this memory card if you read reviews on specialized forums. Last time I buy anything from Sandisk.,Strongly Negative,Negative
I can always count on a good bargain on Amazon. Not only is the price good but their Prime program has saved me big time...,Strongly Positive,Positive
Great write speed and lots of space! I bought this for my Galaxy S3 and formatted to Fat32 and it works great!,Strongly Positive,Positive
"SanDisk is the only brand I use - I probably should have gotten a 64 gb as well; but prices keep falling, so I can't really lose.",Positive,Positive
"The Memory SanDisk Ultra 64GB Micro-SDXC Class 10 UHS it has been working really good and it is fast at loading my content i would really recommend this product to anyone that needs a memory card for their phones, tablets and more.",Strongly Positive,Positive
i don't get the class 10 stuff but the higher the number the better from what I have reseached.  I have it for my smart phone and works fine.,Strongly Positive,Positive
"I bought this for my wife's new SmartPhone, so that she should never run out of space for photographs, or at least it will take her a very long time ;-)  We'll see how long filling it takes once she gets going ;-)",Strongly Positive,Positive
"When purchasing a memory expansion for my electronic devices I typically purchase from SanDisk.  It is a trusted name and does what I need when I need to do it, like feeding the chickens or mowing the lawn, Sony and Ultra can't do that....",Strongly Positive,Positive
